,element_type,osmid,highway,geometry,addr:city,building,addr:country,addr:district,addr:district:en,addr:housenumber,addr:postcode,addr:province,addr:province:en,addr:street,addr:street:en,addr:subdistrict,addr:subdistrict:en,addr:housename,construction,nodes,name,name:ar,name:en,oneway,alt_name,alt_name:en,junction,country,diplomatic,embassy,name:fr,office,target,building:levels,height,foot,access,amenity,healthcare,source,religion,note,building_1,layer,tunnel,bridge,lanes,maxspeed,note:en,brand,brand:wikidata,brand:wikipedia,shop,phone,website,contact:facebook,contact:instagram,contact:whatsapp,email,healthcare:speciality,brand:ar,brand:en,cuisine,opening_hours,takeaway
481,way,1134048781,,"POLYGON ((31.1975439 30.0563895, 31.1977165 30.0565601, 31.1978319 30.0564726, 31.1976594 30.0563021, 31.1975439 30.0563895))",,yes,,,,,,,,,,,,,,"[10572800751, 10572800752, 10572800753, 10572800754, 10572800751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,way,1134048782,,"POLYGON ((31.1974182 30.0567904, 31.1975396 30.0566971, 31.1973523 30.0565144, 31.1972309 30.0566076, 31.1974182 30.0567904))",,yes,,,,,,,,,,,,,,"[10572800755, 10572800756, 10572800757, 10572800758, 10572800755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,way,1134048783,,"POLYGON ((31.1979659 30.0563519, 31.1980907 30.0562556, 31.1979284 30.0560838, 31.197797 30.0561755, 31.1979659 30.0563519))",,yes,,,,,,,,,,,,,,"[10572800759, 10572800760, 10572800761, 10572800762, 10572800759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,way,1134048784,,"POLYGON ((31.1982918 30.0562184, 31.1981322 30.0560547, 31.1982462 30.055977, 31.1983777 30.0561057, 31.1984098 30.0561372, 31.1982918 30.0562184))",,yes,,,,,,,,,,,,,,"[10572800763, 10572800764, 10572800765, 10572800770, 10572800766, 10572800763]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,way,1134048785,,"POLYGON ((31.1982181 30.0559491, 31.1983227 30.055876, 31.1984715 30.056042, 31.1983777 30.0561057, 31.1982181 30.0559491))",,yes,,,,,,,,,,,,,,"[10572800767, 10572800768, 10572800769, 10572800770, 10572800767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,way,1134048786,,"POLYGON ((31.1981336 30.0565922, 31.1979954 30.0564308, 31.1981067 30.0563496, 31.1982503 30.0565044, 31.1981336 30.0565922))",,yes,,,,,,,,,,,,,,"[10572800771, 10572800772, 10572800773, 10694941404, 10572800771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,way,1134048787,,"POLYGON ((31.1977634 30.0566386, 31.1978862 30.0567645, 31.1980063 30.0566727, 31.1978855 30.0565504, 31.1977634 30.0566386))",,yes,,,,,,,,,,,,,,"[10572800775, 10572800776, 10694976411, 10572800778, 10572800775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,way,1134048788,,"POLYGON ((31.1974933 30.0567659, 31.1976099 30.0566818, 31.1977389 30.0568159, 31.1976223 30.0569, 31.1974933 30.0567659))",,yes,,,,,,,,,,,,,,"[10572800779, 10572800780, 10572800781, 10572800782, 10572800779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,way,1134048789,,"POLYGON ((31.1965819 30.0572109, 31.1964921 30.0571168, 31.1965605 30.0570727, 31.196594 30.0571157, 31.1966094 30.0570924, 31.1965819 30.0570576, 31.1966463 30.0570135, 31.196661 30.0570321, 31.1966852 30.0570124, 31.1967656 30.0570971, 31.196716 30.0571343, 31.1967026 30.0571273, 31.1965819 30.0572109))",,yes,,,,,,,,,,,,,,"[10572800784, 10572800785, 10572800786, 10572800787, 6790807889, 10572800788, 10572800789, 10572800790, 10572800791, 10572800792, 10572800793, 10572800794, 10572800784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,way,1134048790,,"POLYGON ((31.1970218 30.0576705, 31.1969226 30.0575777, 31.1969574 30.0575545, 31.1969655 30.0575649, 31.1971264 30.0574848, 31.1971894 30.0575556, 31.1970218 30.0576705))",,yes,,,,,,,,,,,,,,"[10572800795, 10572800796, 10572800797, 10572800798, 10572800799, 10572800800, 10572800795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,way,1134048791,,"POLYGON ((31.1963446 30.0582879, 31.1962888 30.0582004, 31.1963999 30.0581473, 31.1964156 30.058172, 31.1964505 30.058172, 31.1964824 30.0582221, 31.1963446 30.0582879))",,yes,,,,,,,,,,,,,,"[10572800801, 10572800802, 10572800803, 10572800804, 10572800805, 10572800806, 10572800801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,way,1134048792,,"POLYGON ((31.1958692 30.058492, 31.1957806 30.0583811, 31.195882 30.0583204, 31.1958973 30.0583395, 31.1959461 30.0583103, 31.1960194 30.0584021, 31.1958692 30.058492))",,yes,,,,,,,,,,,,,,"[10572800807, 10572800808, 10572800809, 10572800810, 10572800811, 10572800812, 10572800807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,way,1134048793,,"POLYGON ((31.1957881 30.0585015, 31.1957513 30.0584646, 31.1958022 30.0584267, 31.1958389 30.0584635, 31.1957881 30.0585015))",,yes,,,,,,,,,,,,,,"[10572800813, 10572800814, 6805948299, 10572800815, 10572800813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,way,1134048820,,"POLYGON ((31.1955972 30.0582493, 31.1954937 30.0581312, 31.1956779 30.0580105, 31.1957813 30.0581286, 31.1955972 30.0582493))",,yes,,,,,,,,,,,,,,"[10572732557, 10572732558, 10572732559, 10572732560, 10572732557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,way,1134048821,,"POLYGON ((31.1959354 30.0581244, 31.1957892 30.0579614, 31.1959141 30.0578774, 31.1960603 30.0580404, 31.1959354 30.0581244))",,yes,,,,,,,,,,,,,,"[10572732561, 10572732562, 10572732563, 10572732564, 10572732561]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,way,1134048822,,"POLYGON ((31.196515 30.0576486, 31.1964904 30.0576213, 31.1964781 30.0576297, 31.1963817 30.0575231, 31.1964715 30.0574622, 31.1965926 30.057596, 31.196515 30.0576486))",,yes,,,,,,,,,,,,,,"[10572732565, 10572732566, 10572732567, 10572732568, 10572732569, 10572732570, 10572732565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,way,1134847740,,"POLYGON ((31.1930647 30.0502572, 31.1930902 30.050149, 31.1933644 30.0501972, 31.1933455 30.0503068, 31.1932671 30.0502901, 31.1930647 30.0502572))",,yes,,,,,,,,,,,,,,"[10579564629, 10579564630, 10579564631, 10579564632, 10579564633, 10579564629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,way,1134847741,,"POLYGON ((31.1930576 30.050406, 31.193082 30.0503058, 31.1933136 30.0503427, 31.1932829 30.050447, 31.1930576 30.050406))",,yes,,,,,,,,,,,,,,"[10579564634, 10579564635, 10579564636, 10579564637, 10579564634]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,way,1134847742,,"POLYGON ((31.1930026 30.0505591, 31.193027 30.0504498, 31.1932834 30.0504935, 31.193251 30.0506098, 31.1930026 30.0505591))",,yes,,,,,,,,,,,,,,"[10579564638, 10579564639, 10579564640, 10579621041, 10579564638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,way,1134847743,,"POLYGON ((31.1929459 30.0507214, 31.1929788 30.0505778, 31.1932635 30.0506266, 31.1932306 30.0507703, 31.1929459 30.0507214))",,yes,,,,,,,,,,,,,,"[10579621042, 10579621043, 10579621044, 10579621045, 10579621042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,way,1134847745,,"POLYGON ((31.1921593 30.0505191, 31.192217 30.0502445, 31.1925035 30.0502896, 31.1924627 30.0504839, 31.1924458 30.0505641, 31.1921593 30.0505191))",,yes,,,,,,,,,,,,,,"[10579621050, 10579621051, 10579621052, 10756109535, 10579621053, 10579621050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,way,1134847746,,"POLYGON ((31.1929343 30.0502735, 31.192983 30.0500783, 31.1927515 30.0500836, 31.1928002 30.0502577, 31.1929343 30.0502735))",,yes,,,,,,,,,,,,,,"[10579621054, 10579621055, 10579621056, 10579621057, 10579621054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,way,1134847747,,"POLYGON ((31.1926601 30.0504318, 31.1926966 30.0503315, 31.1929282 30.0503685, 31.1929038 30.050474, 31.1926601 30.0504318))",,yes,,,,,,,,,,,,,,"[10579621058, 10579621059, 10579621060, 10579621061, 10579621058]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,way,1134847748,,"POLYGON ((31.1925949 30.0505936, 31.1926232 30.0504826, 31.1929043 30.0505314, 31.1928764 30.0506375, 31.1925949 30.0505936))",,yes,,,,,,,,,,,,,,"[10756109536, 10579621063, 10579621064, 10579621065, 10756109536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,way,1134847749,,"POLYGON ((31.1922408 30.0506797, 31.1922761 30.0505689, 31.1925789 30.0506018, 31.1925443 30.0507166, 31.1922408 30.0506797))",,yes,,,,,,,,,,,,,,"[10579621066, 10579621067, 10579621062, 10579621068, 10579621066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,way,1134847750,,"POLYGON ((31.1925747 30.0507694, 31.1926013 30.0506563, 31.1928588 30.0506913, 31.1928279 30.0508051, 31.1925747 30.0507694))",,yes,,,,,,,,,,,,,,"[10579621069, 10579621070, 10756109540, 10579621072, 10579621069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,way,1134874610,,"POLYGON ((31.1911449 30.0567494, 31.1912844 30.0567811, 31.191321 30.0566434, 31.1911717 30.0566171, 31.1911449 30.0567494))",,yes,,,,,,,,,,,,,,"[10579637923, 10579637924, 10579637925, 10579637926, 10579637923]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,way,1134874611,,"POLYGON ((31.1912093 30.0565854, 31.191456 30.0566271, 31.1914748 30.0565567, 31.1914623 30.0565544, 31.1914623 30.0565397, 31.1912289 30.0565018, 31.1912093 30.0565854))",,yes,,,,,,,,,,,,,,"[10579637927, 10579637928, 10579637929, 10579637930, 10579637931, 10579637932, 10579637927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,way,1134874612,,"POLYGON ((31.1913094 30.0564492, 31.1915052 30.0564925, 31.191524 30.0563942, 31.1913166 30.0563571, 31.1913094 30.0564492))",,yes,,,,,,,,,,,,,,"[10579637933, 10579637934, 10579637935, 10579637936, 10579637933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,way,1134875155,,"POLYGON ((31.1921563 30.0508716, 31.1921732 30.0507917, 31.1923432 30.0508195, 31.1924272 30.0507888, 31.1924075 30.050915, 31.1922196 30.0508813, 31.1921563 30.0508716))",,yes,,,,,,,,,,,,,,"[10579569990, 10579569991, 10579569992, 10579569993, 10579569994, 10756109538, 10579569990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,way,1134875156,,"POLYGON ((31.1921919 30.0510049, 31.192212 30.0508901, 31.1925009 30.0509345, 31.1924944 30.0509738, 31.1924789 30.0510418, 31.1921919 30.0510049))",,yes,,,,,,,,,,,,,,"[10579569995, 10579569996, 10756109539, 10579570003, 10579569998, 10579569995]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,way,1134875157,,"POLYGON ((31.1925285 30.0509234, 31.1925535 30.0507992, 31.1928222 30.0508354, 31.192786 30.0509559, 31.1925285 30.0509234))",,yes,,,,,,,,,,,,,,"[10579569997, 10579569999, 10756109541, 10579570001, 10579569997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,way,1134875158,,"POLYGON ((31.1924813 30.0510772, 31.1925096 30.0509716, 31.1927677 30.0510192, 31.1927433 30.0511247, 31.1924813 30.0510772))",,yes,,,,,,,,,,,,,,"[10579570002, 10756109537, 10579570004, 10579570005, 10579570002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,way,1134875159,,"POLYGON ((31.1925301 30.0512513, 31.1925605 30.051151, 31.1927129 30.0511932, 31.1926885 30.0512724, 31.1925301 30.0512513))",,yes,,,,,,,,,,,,,,"[10579570006, 10579570007, 10579570008, 10579570009, 10579570006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,way,1134875160,,"POLYGON ((31.192201 30.0513884, 31.19214 30.0512354, 31.192335 30.0512407, 31.1923411 30.0511405, 31.1924752 30.0511669, 31.1923827 30.0514426, 31.192201 30.0513884))",,yes,,,,,,,,,,,,,,"[10579570010, 10579570011, 10579570012, 10579570013, 10579570014, 10579570015, 10579570010]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,way,1134875162,,"POLYGON ((31.1924813 30.05142, 31.1925361 30.051304, 31.1926397 30.0513357, 31.1926337 30.0514306, 31.1924813 30.05142))",,yes,,,,,,,,,,,,,,"[10579570020, 10579570021, 10579570022, 10579570023, 10579570020]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,way,1134875163,,"POLYGON ((31.1929168 30.0508784, 31.1929502 30.0507455, 31.1932439 30.0508008, 31.1932105 30.0509338, 31.1929168 30.0508784))",,yes,,,,,,,,,,,,,,"[10579570024, 10579570025, 10579570026, 10579570027, 10579570024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,way,1134875164,,"POLYGON ((31.1933144 30.050972, 31.1933369 30.050877, 31.1933706 30.050883, 31.1933659 30.0509028, 31.1933992 30.0509087, 31.1934254 30.050798, 31.1933912 30.050792, 31.1933879 30.0508058, 31.1933502 30.0507991, 31.1933814 30.0506675, 31.1936612 30.0507172, 31.1935893 30.0510207, 31.1933144 30.050972))",,yes,,,,,,,,,,,,,,"[10579570028, 10579570029, 10579570030, 10707488481, 10707488480, 10579570031, 10707488479, 10707488478, 10579570032, 10579570033, 10579570034, 10707488484, 10579570028]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,way,1134875165,,"POLYGON ((31.1933911 30.0506234, 31.1934151 30.0505175, 31.1936559 30.0505584, 31.1936319 30.0506643, 31.1933911 30.0506234))",,yes,,,,,,,,,,,,,,"[10579570036, 10579570037, 10579570038, 10579570039, 10579570036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,way,1134875166,,"POLYGON ((31.1934091 30.0504722, 31.1934333 30.0503663, 31.1937039 30.0504127, 31.1936797 30.0505185, 31.1934091 30.0504722))",,yes,,,,,,,,,,,,,,"[10579570040, 10579653341, 10579653342, 10579653343, 10579570040]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,way,1134877063,,"POLYGON ((31.191026 30.0562097, 31.1911685 30.0562341, 31.1913157 30.0562593, 31.1913264 30.0561602, 31.1912932 30.0561562, 31.1910439 30.0561262, 31.191026 30.0562097))",,yes,,,,,,,,,,,,,,"[10579647127, 10579647131, 10579647128, 10579647129, 10581890222, 10579647130, 10579647127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,way,1134878667,,"POLYGON ((31.1928956 30.0510425, 31.1929321 30.0509106, 31.193195 30.0509628, 31.1931637 30.0510885, 31.1928956 30.0510425))",,yes,,,,,,,,,,,,,,"[10579676166, 10579676167, 10579676168, 10579676169, 10579676166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,way,1134878668,,"POLYGON ((31.1928655 30.0512254, 31.1928963 30.0510667, 31.1931794 30.0511045, 31.1931421 30.0512738, 31.1928655 30.0512254))",,yes,,,,,,,,,,,,,,"[10579676170, 10579676171, 10579676172, 10579676173, 10579676170]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,way,1134878669,,"POLYGON ((31.1932656 30.0512781, 31.1935055 30.0513172, 31.1935261 30.0512032, 31.1932883 30.0511646, 31.1932656 30.0512781))",,yes,,,,,,,,,,,,,,"[10707488483, 10579676174, 10579676175, 10579676176, 10707488483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,way,1134878670,,"POLYGON ((31.1930392 30.0515045, 31.1930941 30.0512724, 31.1932586 30.0513041, 31.1931977 30.0515309, 31.1930392 30.0515045))",,yes,,,,,,,,,,,,,,"[10579676177, 10579676178, 10579676179, 10579676180, 10579676177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,way,1134878671,,"POLYGON ((31.1929595 30.0514708, 31.1929745 30.0513278, 31.1930256 30.0513382, 31.1930226 30.0514682, 31.1929595 30.0514708))",,yes,,,,,,,,,,,,,,"[10579676181, 10579676182, 10579676183, 10579676184, 10579676181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,way,1134878672,,"POLYGON ((31.1928813 30.051307, 31.1928813 30.0512575, 31.1930376 30.0512914, 31.1930256 30.0513382, 31.1928813 30.051307))",,yes,,,,,,,,,,,,,,"[10579676185, 10579676186, 10579676187, 10579676183, 10579676185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,way,1134878674,,"POLYGON ((31.1933634 30.0515363, 31.1932614 30.0515261, 31.1933058 30.0513112, 31.1934973 30.0513424, 31.1934657 30.0514839, 31.1933634 30.0515363))",,yes,,,,,,,,,,,,,,"[10579676193, 10579676194, 10579676195, 10579676196, 10707488482, 10579676193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,way,1134879376,,"POLYGON ((31.1980624 30.0556913, 31.1982462 30.0555658, 31.1980628 30.0553639, 31.1978756 30.0554953, 31.1980624 30.0556913))",,yes,,,,,,,,,,,,,,"[10579675131, 10694941402, 10579675133, 10579675134, 10579675131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,way,1134879377,,"POLYGON ((31.1983519 30.0554811, 31.1981792 30.0552997, 31.1982879 30.0552221, 31.1984607 30.0554035, 31.1983519 30.0554811))",,yes,,,,,,,,,,,,,,"[10579675135, 10579675136, 10579675137, 10579675138, 10579675135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,way,1134879378,,"POLYGON ((31.1971424 30.0557863, 31.1972415 30.055725, 31.1970645 30.0555534, 31.1969902 30.0556178, 31.1971424 30.0557863))",,yes,,,,,,,,,,,,,,"[10579675139, 10579675140, 10579685141, 10579685142, 10579675139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,way,1134879379,,"POLYGON ((31.1975058 30.0556273, 31.1975841 30.055579, 31.1974195 30.0553722, 31.1973302 30.0554364, 31.1974962 30.055621, 31.1975058 30.0556273))",,yes,,,,,,,,,,,,,,"[10579685143, 10579685144, 10579685145, 10579685146, 10572800739, 10579685143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,way,1134879380,,"POLYGON ((31.1976611 30.0555396, 31.1974067 30.0552859, 31.1975204 30.0552004, 31.1977748 30.0554542, 31.1976611 30.0555396))",,yes,,,,,,,,,,,,,,"[10579685147, 10579685148, 10579685149, 10579685150, 10579685147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,way,1134879381,,"POLYGON ((31.1978957 30.055236, 31.197994 30.0551659, 31.197856 30.0550209, 31.1977577 30.0550909, 31.1978957 30.055236))",,yes,,,,,,,,,,,,,,"[10579685151, 10579685152, 10579685153, 10579685154, 10579685151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,way,1134879382,,"POLYGON ((31.1981367 30.0550778, 31.1983203 30.0549547, 31.1981732 30.0547905, 31.1979897 30.0549136, 31.1981367 30.0550778))",,yes,,,,,,,,,,,,,,"[10579685155, 10579685156, 10579685157, 10579685158, 10579685155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,way,1134879383,,"POLYGON ((31.1982746 30.0552069, 31.1981958 30.0551138, 31.1983738 30.0549964, 31.1984588 30.0550884, 31.1982746 30.0552069))",,yes,,,,,,,,,,,,,,"[10579685159, 10579685160, 10694976415, 10579685162, 10579685159]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,way,1134879384,,"POLYGON ((31.1968749 30.0551003, 31.1969582 30.055042, 31.1967937 30.0548659, 31.1967104 30.0549243, 31.1968749 30.0551003))",,yes,,,,,,,,,,,,,,"[10579685163, 10579685164, 10579685165, 10579685166, 10579685163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,way,1134879722,,"POLYGON ((31.1908722 30.0571043, 31.1912477 30.0571569, 31.1912799 30.0569774, 31.1908973 30.0569279, 31.1908722 30.0571043))",,yes,,,,,,,,,,,,,,"[10579677403, 10579677404, 10579677405, 10579677406, 10579677403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,way,1134880108,,"POLYGON ((31.1973636 30.055171, 31.1971974 30.0549868, 31.1972964 30.0549199, 31.1974626 30.0551041, 31.1973636 30.055171))",,yes,,,,,,,,,,,,,,"[10579685647, 10579685648, 10579685649, 10579685650, 10579685647]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,way,1134881101,,"POLYGON ((31.1932644 30.0510989, 31.1932853 30.050986, 31.1935458 30.0510257, 31.1935259 30.0511401, 31.1932644 30.0510989))",,yes,,,,,,,,,,,,,,"[10579673840, 10579696941, 10579696942, 10579696943, 10579673840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,way,1134881102,,"POLYGON ((31.1935058 30.0502145, 31.1935163 30.0501039, 31.193785 30.0501445, 31.1937589 30.0502416, 31.1935058 30.0502145))",,yes,,,,,,,,,,,,,,"[10579696944, 10579696945, 10579696946, 10579696947, 10579696944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,way,1134881103,,"POLYGON ((31.1937602 30.0523168, 31.1938144 30.051996, 31.1939558 30.0520164, 31.1942898 30.0520646, 31.1942532 30.052381, 31.1937602 30.0523168))",,yes,,,,,,,,,,,,,,"[10579696948, 10579696949, 10579696964, 10579696950, 10579696951, 10579696948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,way,1134881104,,"POLYGON ((31.1943324 30.0523863, 31.1943934 30.0520698, 31.1948017 30.0521173, 31.1947651 30.0524285, 31.1943324 30.0523863))",,yes,,,,,,,,,,,,,,"[10579696952, 10579696953, 10579696954, 10579696955, 10579696952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,way,1134881105,,"POLYGON ((31.1938023 30.0519591, 31.193851 30.0516742, 31.1941313 30.0517006, 31.1941862 30.0517533, 31.1941496 30.0519327, 31.1940704 30.0519327, 31.1940826 30.0518747, 31.193979 30.0518852, 31.1939592 30.0519901, 31.1938023 30.0519591))",,yes,,,,,,,,,,,,,,"[10579696956, 10579696957, 10579696958, 10579696959, 10579696960, 10579696961, 10579696962, 10579696963, 10756109544, 10579696956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,way,1134881106,,"POLYGON ((31.1942106 30.0520065, 31.194241 30.0517428, 31.1943995 30.0517639, 31.194369 30.0520118, 31.1942106 30.0520065))",,yes,,,,,,,,,,,,,,"[10579696965, 10579696966, 10579696967, 10579696968, 10579696965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,way,1134881107,,"POLYGON ((31.1944482 30.0520013, 31.1944726 30.0517586, 31.1946371 30.0517797, 31.1946006 30.0520013, 31.1944482 30.0520013))",,yes,,,,,,,,,,,,,,"[10579696969, 10579696970, 10579696971, 10579696972, 10579696969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,way,1134881108,,"POLYGON ((31.1947468 30.0520276, 31.1947651 30.0517903, 31.1950464 30.051829, 31.1950142 30.0520867, 31.1948748 30.0520698, 31.1948748 30.0520224, 31.1947468 30.0520276))",,yes,,,,,,,,,,,,,,"[10579696973, 10579696974, 9160296533, 10579696975, 10579696976, 10579696977, 10579696973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,way,1134881110,,"POLYGON ((31.1940034 30.0502658, 31.1939383 30.0504833, 31.1941591 30.0505387, 31.1942286 30.0503215, 31.1940034 30.0502658))",,yes,,,,,,,,,,,,,,"[10579696979, 10579696978, 10579696981, 10579696982, 10579696979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,way,1134881111,,"POLYGON ((31.1942158 30.0505637, 31.1943316 30.0503369, 31.19449 30.0503896, 31.1943681 30.0506217, 31.1942158 30.0505637))",,yes,,,,,,,,,,,,,,"[10579696983, 10579696984, 10579696985, 10579696986, 10579696983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,way,1134881112,,"POLYGON ((31.1944625 30.0506444, 31.1945263 30.0504839, 31.194625 30.050519, 31.1945445 30.0506691, 31.1944625 30.0506444))",,yes,,,,,,,,,,,,,,"[10579696987, 10579696988, 10579696989, 10579696990, 10579696987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,way,1134881113,,"POLYGON ((31.1946615 30.0506667, 31.1947286 30.0505665, 31.1947895 30.0505823, 31.1948261 30.0505454, 31.1949419 30.0505823, 31.1948626 30.0507247, 31.1946615 30.0506667))",,yes,,,,,,,,,,,,,,"[10579696991, 10579696992, 10579696993, 10579696994, 10579696995, 10579696996, 10579696991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
